RXNORM_NAME,ClinVec_0,ClinVec_1,ClinVec_2,ClinVec_3,ClinVec_4,ClinVec_5,ClinVec_6,ClinVec_7,ClinVec_8,ClinVec_9,ClinVec_10,ClinVec_11,ClinVec_12,ClinVec_13,ClinVec_14,ClinVec_15,ClinVec_16,ClinVec_17,ClinVec_18,ClinVec_19,ClinVec_20,ClinVec_21,ClinVec_22,ClinVec_23,ClinVec_24,ClinVec_25,ClinVec_26,ClinVec_27,ClinVec_28,ClinVec_29,ClinVec_30,ClinVec_31,ClinVec_32,ClinVec_33,ClinVec_34,ClinVec_35,ClinVec_36,ClinVec_37,ClinVec_38,ClinVec_39,ClinVec_40,ClinVec_41,ClinVec_42,ClinVec_43,ClinVec_44,ClinVec_45,ClinVec_46,ClinVec_47,ClinVec_48,ClinVec_49,ClinVec_50,ClinVec_51,ClinVec_52,ClinVec_53,ClinVec_54,ClinVec_55,ClinVec_56,ClinVec_57,ClinVec_58,ClinVec_59,ClinVec_60,ClinVec_61,ClinVec_62,ClinVec_63,ClinVec_64,ClinVec_65,ClinVec_66,ClinVec_67,ClinVec_68,ClinVec_69,ClinVec_70,ClinVec_71,ClinVec_72,ClinVec_73,ClinVec_74,ClinVec_75,ClinVec_76,ClinVec_77,ClinVec_78,ClinVec_79,ClinVec_80,ClinVec_81,ClinVec_82,ClinVec_83,ClinVec_84,ClinVec_85,ClinVec_86,ClinVec_87,ClinVec_88,ClinVec_89,ClinVec_90,ClinVec_91,ClinVec_92,ClinVec_93,ClinVec_94,ClinVec_95,ClinVec_96,ClinVec_97,ClinVec_98,ClinVec_99,ClinVec_100,ClinVec_101,ClinVec_102,ClinVec_103,ClinVec_104,ClinVec_105,ClinVec_106,ClinVec_107,ClinVec_108,ClinVec_109,ClinVec_110,ClinVec_111,ClinVec_112,ClinVec_113,ClinVec_114,ClinVec_115,ClinVec_116,ClinVec_117,ClinVec_118,ClinVec_119,ClinVec_120,ClinVec_121,ClinVec_122,ClinVec_123,ClinVec_124,ClinVec_125,ClinVec_126,ClinVec_127
TROPICAMIDE,-12.824411,-8.433596,-10.1366825,-8.601743,-8.569939,10.543603,-7.2800126,-9.705084,-7.385712,-8.49195,5.4685984,10.884603,-4.8496866,11.189932,9.441981,5.883529,5.4934177,10.240338,-10.451975,-9.151518,4.978244,7.5619826,11.439749,11.4016485,9.571417,-1.8686663,-5.053425,1.1223211,-3.7379155,2.217628,9.969458,2.9861505,7.3279076,-10.062028,-11.966864,-2.9108996,-8.3668375,-6.5721636,-5.4188523,12.557831,7.1891,9.622891,5.023786,2.7734125,-7.3855715,-1.0914028,6.5466843,7.7045546,-4.202296,-7.6280594,5.418593,-1.6558576,-7.279337,-10.65496,-5.4636774,-1.7309824,-7.1628704,5.8767967,-3.4687476,-2.9739206,7.8182507,1.6124068,2.3744612,7.279577,-3.778492,6.8598127,-4.6082234,9.631552,-6.029299,-6.241532,-7.6546354,2.0036395,-3.5007927,-8.9330845,-8.785559,-0.5716706,4.8704505,-9.794065,-1.7458948,3.7877045,4.761166,10.839599,-8.0596485,-9.412786,-8.043826,-3.2908835,-8.216766,-10.458295,-11.491068,-1.150696,-2.1815393,12.257956,2.0802867,10.246716,-7.5443754,8.832636,-10.627134,4.962651,-2.3896122,-7.563694,-3.6312912,-3.9437144,-11.563243,-3.9923463,-5.7130637,-9.426012,4.5793457,7.104851,7.4559145,-4.6058717,1.6282729,-7.6737313,0.52808,-9.048169,-7.275504,5.0436926,7.511696,-3.7931488,10.442701,3.2655997,9.305187,4.0903535,-7.900862,-3.9098766,8.712263,-13.981446,-5.0686436,3.1335201
TROPOLONE,-11.379513,-7.3634086,-10.072254,-9.087418,-2.4787178,7.2812734,-8.35096,-9.673165,-5.5949044,-3.8858345,7.897223,11.382484,-3.9468846,12.731494,3.720221,7.453191,1.7197115,14.823272,-9.631059,-6.9560657,3.2315714,1.7522833,6.761325,9.437128,11.939475,6.930458,-9.427738,-3.0585556,-2.2970562,8.645314,12.024469,0.59928495,6.1958637,-10.893787,-7.226876,-4.1094007,-7.6438,-3.6220174,-6.92461,8.4355345,8.603729,11.308413,2.393194,3.2334025,-9.0277,3.4177809,3.7039049,7.048603,-1.6515934,-4.937244,2.1514547,-5.929124,-10.784887,-2.874428,-2.5146842,-2.1922417,-4.173973,5.6709495,-0.9113745,-3.5918863,2.5806358,4.0720596,7.0735836,7.4230533,4.447724,4.449414,-6.268614,8.972001,-4.712254,-0.07984632,-1.8261406,-2.0788832,1.9296062,-6.791779,-9.241713,-5.513975,4.6393313,-1.4525299,-2.3678448,6.180089,4.9944725,9.38087,-3.6149402,-10.853625,-7.425652,2.265677,-9.226171,-4.9286175,-9.22282,-9.179612,3.6777484,11.077355,3.565172,8.413388,-7.3945827,5.6598783,-6.2514687,5.506203,-8.253446,-9.316316,-4.198436,-1.6274325,-11.379207,-8.402061,-1.6175289,-11.185123,12.063721,1.5494667,5.4698005,-6.1182823,0.46875483,-10.95401,4.6984324,-12.764432,-12.252033,3.830071,4.8686905,2.9754853,10.006998,5.006546,11.45104,0.33851755,-4.1260114,-7.2418103,1.0305195,-9.081564,-3.870688,1.4490752
TROSPIUM,-11.546509,-10.485371,-7.780696,-4.0130186,-2.6902041,11.343992,-7.7406826,-9.279074,-3.865569,-5.7953672,4.244383,9.947605,-6.529297,12.000258,8.51729,4.9760156,4.63304,12.386618,-10.8849125,-5.1706505,3.7093594,5.1393957,9.414833,10.704227,12.162277,2.1490822,-5.4333706,1.0664155,-7.476592,7.012908,10.750479,0.23058346,6.9537697,-12.665387,-8.490072,-1.6144075,-9.007307,-7.4605966,-1.140996,10.752403,3.9599698,8.833675,1.8085358,1.2377595,-9.439137,0.85517347,1.0509539,9.942699,-7.898782,-3.0701568,2.8770282,-5.738539,-10.107119,-3.9606497,-3.2657566,-2.1548572,-7.1017094,2.4921756,2.3835382,-1.1811452,3.965703,0.3906464,3.7005386,5.1097007,3.4325552,7.4084835,-3.9271948,6.5171766,-7.995899,1.4139991,-3.4153457,2.9124603,0.9798384,-5.4459267,-7.09124,-4.9917836,4.281727,-6.22805,-0.39425668,4.917227,3.4129994,10.825438,-5.9881587,-11.4358225,-5.6416936,-4.994053,-12.747885,-5.9142046,-9.229401,-3.5075314,0.06479752,9.574614,5.688729,7.364436,-4.6983166,5.2406225,-7.683195,4.0025105,-8.298973,-11.620519,-4.713546,-3.010595,-12.229944,-9.4953575,-5.544035,-7.59978,7.4122562,5.2640653,7.144562,-5.4849596,1.549743,-10.887873,2.9663267,-13.823304,-12.287822,3.7953622,5.6538267,-2.0260234,12.865528,3.445623,11.803719,-0.89504045,-4.9855514,-4.4024777,1.4918985,-9.151364,-2.9877737,-0.23637444
TRYPSIN,-13.256867,-9.025846,-8.826059,-7.6452966,-7.854052,11.560002,-4.6065745,-8.039982,-9.29071,-8.421672,5.0023637,8.569049,-5.3897886,10.30107,10.080516,3.5371807,6.9151406,9.886435,-11.174725,-10.098796,6.6597257,9.053616,11.867249,10.778585,9.072174,-2.958042,-3.898697,2.7637835,-5.977433,0.5415115,9.5013075,0.73391247,6.8390236,-10.387448,-10.970521,-0.29816917,-6.4301443,-7.9224133,-5.6368656,12.370605,5.4050374,10.895749,2.556841,2.465952,-6.9247675,-3.472492,5.3578715,7.1560774,-5.354697,-6.4681873,6.996372,-0.6956816,-9.735262,-9.870559,-4.309187,0.81385773,-9.343622,3.875238,-1.0237707,-2.4864528,7.6364875,3.4218395,1.0042949,7.7771077,-4.08575,8.212724,-2.3670247,9.893758,-4.6207237,-7.371414,-7.0450006,3.271298,-2.0300252,-7.543577,-10.099385,-2.2814486,3.3668191,-9.625245,-3.4491951,5.0625143,2.6776285,10.397236,-6.82215,-9.890801,-6.5835924,-2.427284,-7.828284,-9.016918,-10.746643,-0.75446254,-0.16342324,11.763244,3.9066832,9.507384,-8.447086,7.947321,-11.845606,3.0062237,-3.2502594,-6.245776,-1.5747951,-6.3997307,-11.045092,-6.3980947,-5.633388,-7.791049,6.806032,6.257844,9.251167,-2.8821347,-0.7367302,-5.391154,2.7658637,-10.546558,-7.6605387,3.00554,7.6548576,-4.867693,10.792757,0.78468835,9.390131,2.3278067,-8.49564,-4.0786004,7.366801,-13.108315,-3.1724157,1.3861272
TUBERCULIN,1.787833,9.292014,-4.859862,-3.81877,2.62433,-9.295746,-0.30534884,9.578249,4.5870156,14.908613,4.926055,1.161356,-2.5784893,1.4963211,-3.3171597,3.9953341,1.5345336,-3.099565,0.74860287,7.168443,-12.689878,-8.400509,-11.083127,-7.478173,-0.92557496,-1.4192052,-6.40522,-13.304712,7.8569875,-2.2770197,-9.702315,7.034592,8.330331,3.2645223,4.3480024,-5.752849,-0.72561103,5.999134,-3.5201025,-8.352122,-1.7087035,-1.0363721,3.3434014,-8.337883,11.206815,5.7469645,7.0305505,2.0118425,6.9209933,-4.8537745,-10.044918,5.725247,4.0266967,0.8173692,-7.540269,-3.7983713,9.722935,7.1204214,-4.896599,3.3846898,-2.2552588,-2.4740674,8.85853,-5.0655823,1.3335843,-0.685043,-2.1635416,-0.4022414,10.038132,2.021432,-1.2297369,-15.4864025,5.329632,2.3957849,-7.666063,6.707884,3.3145878,10.9938345,3.9884188,1.865914,-4.1351495,-3.1369126,9.642453,10.379955,0.5551318,9.727878,5.410436,6.0905647,6.1772566,-8.015623,1.3231058,-4.126831,2.790826,-2.2159624,-8.691164,3.9494593,11.060955,4.6078954,5.5702796,3.934843,-7.5685425,0.1220209,4.0489173,1.8251106,10.79169,0.65758514,3.55517,-4.3209014,-10.133953,-7.0663176,5.1247473,3.7379901,-5.832764,5.01056,-1.3247132,7.378948,7.113988,3.8496442,-9.482601,-6.1551733,-9.516091,9.645968,1.3391582,11.906556,-1.3620375,4.6757636,-9.632315,6.2376013
TUNA ALLERGENIC EXTRACT,-13.9263,-7.355853,-5.1200867,-12.4008665,-11.25349,9.274189,-3.1326666,-2.8951275,-12.778399,-0.77309513,-1.6748315,3.4041052,-11.414551,6.951786,2.2419782,3.5241752,9.604541,11.27284,-12.78408,-13.306671,9.318442,1.522752,3.7806375,5.862444,9.208942,-5.630492,-2.0675795,-0.9521829,1.887061,-0.9783913,5.8902426,3.5586083,5.5588975,-9.8357525,-9.796341,-1.7696794,-2.7229528,-8.214688,-12.358009,8.01949,6.145115,2.9146178,-0.44546402,-1.6685097,-1.8920225,-7.0613565,2.949883,-2.3711863,-5.243812,-1.5653136,9.091689,5.494557,-4.1906238,-7.616883,-5.344972,0.92824817,-8.060748,1.0802755,1.3071773,-11.442745,10.559501,8.120953,-2.1320152,13.987395,-5.6848636,8.750339,-0.18045935,14.378672,2.6835647,-11.240597,-10.299734,-3.0204475,-8.221441,0.004558529,-10.84876,4.3806252,-3.9399495,-4.0247154,-11.108767,7.2481627,2.2233486,2.7465382,-6.3382215,-9.115775,-0.4626399,3.302519,0.21001476,-5.816621,-9.59339,-6.5269666,2.9147954,11.375983,-5.5337996,13.000196,-9.871319,10.284438,-8.932957,-2.8265803,3.9549012,0.9453657,-0.5444159,-7.71472,-4.4737396,-8.275797,-6.17182,-1.239331,7.136011,-0.622068,9.166383,3.2887418,4.8550305,1.127577,0.49376214,-5.4872694,-0.42837563,1.836952,4.181397,-0.40376234,5.9226274,-2.091203,9.477335,2.4743078,-12.333446,-2.7862914,5.140264,-8.792775,-0.5083147,-4.832934
TURKEY ALLERGENIC EXTRACT,-8.175565,-8.846352,-6.23271,-0.5673506,2.6826773,8.419939,-7.872428,-7.4807453,0.6822109,-1.6391374,4.3504524,9.093835,-5.8214417,11.433857,6.1810136,4.7780676,2.325384,11.692461,-8.733348,-0.06594488,-0.14318955,1.4912341,5.4830375,8.082203,11.941114,5.784226,-6.405499,-1.1132097,-7.7140803,10.030081,9.18163,-0.6959822,6.6437583,-11.728361,-4.241354,-1.8721063,-8.841532,-5.335156,2.1204338,6.9911027,1.6554418,7.29233,0.59760696,-0.25289202,-8.754268,4.171951,-1.4805305,11.00627,-7.5658937,-0.7260575,-1.3732649,-8.089343,-10.00008,1.4580753,-1.9789405,-3.2121308,-3.91623,1.5049211,4.4871507,1.3290433,-0.25556502,-1.5025688,6.087068,1.4532878,8.85107,5.6819158,-4.045943,2.7811208,-7.9095993,7.6641235,0.6002893,1.1067712,5.103123,-2.9045186,-5.2660694,-7.0784903,4.7486305,-1.4588556,2.356506,4.5973845,2.1544292,9.446453,-2.5822678,-9.697518,-4.1003337,-4.4534974,-14.022216,-1.5007832,-5.6789093,-5.6474056,1.3843358,5.7196946,8.003777,3.5516725,-2.5499825,2.0433526,-2.7731218,4.423055,-11.193581,-13.077038,-6.149042,-0.7210256,-10.9912815,-10.716658,-2.8400943,-6.507461,8.441632,2.981039,3.934144,-7.2047057,1.7712636,-12.448164,3.4875743,-14.432036,-14.736359,3.715662,4.270151,0.41620576,11.464579,3.5198448,10.425902,-2.7559617,-1.012852,-3.0833795,-3.709262,-4.2069387,-2.9295008,-0.7483625
TURMERIC EXTRACT,-11.417194,-10.07032,-8.14741,-6.008498,-7.676399,11.826514,-7.0933957,-12.207778,-6.7269564,-12.549236,4.365047,10.260767,-2.6086154,10.017359,9.709145,4.620174,3.480382,10.023662,-8.886734,-9.250347,7.1839657,9.3538685,13.870882,12.750836,8.887719,-0.20565884,-3.2424557,4.6962166,-6.0283513,3.4957788,12.03396,0.6419556,4.1696105,-9.868933,-11.782643,-1.343222,-8.000295,-7.0349817,-2.848015,13.674734,7.0452566,9.452989,4.206081,5.391698,-10.540294,-1.3572875,3.9663804,7.4765286,-5.363034,-5.9230385,6.7876673,-4.4219327,-7.7625194,-9.475616,-2.60255,-1.1307626,-8.569547,3.863373,-2.2462091,-2.5979407,6.873744,1.1738161,0.4905188,6.899789,-2.9925942,5.674007,-4.3613844,7.7552776,-9.360292,-4.8394585,-5.7998333,6.5886936,-3.8746948,-9.679941,-4.938846,-3.0534966,4.5329003,-12.054952,-1.40064,2.3138006,5.9136896,11.353902,-9.887859,-11.317666,-8.225056,-6.375612,-9.853236,-11.315402,-11.925515,1.5764502,-2.954299,12.023984,1.8673577,9.259931,-3.613734,6.3758407,-12.266562,4.215343,-4.7418795,-9.150506,-1.6831319,-2.6334665,-12.153352,-3.4763143,-7.87978,-9.597371,2.743693,8.348142,8.859978,-3.232423,-0.23816583,-9.279631,2.0321584,-9.866418,-7.05285,2.8850431,4.784934,-4.3663907,12.451347,5.725749,11.017429,0.9082374,-6.4986057,-7.1116447,8.076613,-13.941332,-2.2880912,2.0853503
"TURMERIC EXTRACT ,CURCUMIN",-10.902325,-11.707149,-5.513225,-5.646099,-9.399084,13.078327,-7.672013,-13.851621,-7.0020933,-14.682462,0.4083827,8.854861,-3.3139756,8.34616,7.9375973,4.2845955,2.9098694,10.596125,-8.519334,-10.767086,10.2876625,8.687662,14.085539,13.2873955,8.907705,-0.42621893,-0.71953714,6.9740925,-5.0747666,4.2885385,13.050774,0.66757053,1.1684278,-10.137084,-12.70836,-1.2580965,-7.6277475,-8.076022,-2.5570152,14.312794,7.7278457,5.6291704,3.5353007,6.3820076,-12.228058,-2.799515,1.0516305,4.42133,-7.091159,-3.062742,9.017176,-4.9200225,-5.0576797,-8.904146,-1.2825817,-1.7154099,-9.541601,1.5318936,-1.0711166,-5.971176,8.214793,1.4777952,-2.68812,9.113847,-3.6919765,5.0154357,-4.18535,7.8946466,-11.070145,-5.17145,-6.604406,9.100412,-8.08848,-8.48311,-0.99820495,-1.6795344,2.039298,-13.752368,-3.4375558,1.1550102,7.9360666,9.77306,-13.074358,-13.304638,-6.808286,-8.823133,-9.155532,-12.605814,-13.036566,2.909945,-4.283041,12.529996,-2.749806,10.707652,-0.04879552,5.982787,-13.289949,1.9965842,-3.5853689,-9.001068,-0.38659,-1.3810676,-11.015098,-2.808402,-11.388614,-7.7105703,-0.66174424,8.429688,10.18939,-0.076400444,1.4550517,-9.39687,1.1663173,-8.372705,-3.8088517,1.445586,1.2966362,-3.9038804,13.400299,7.973459,13.177359,-1.1171273,-7.3506575,-9.493487,8.187317,-13.658802,0.56160957,-0.59593856
TURMERIC OIL,-11.644235,-8.434011,-10.050532,-6.8207345,-8.0567465,10.704588,-7.167343,-10.865182,-6.2838793,-11.028557,6.233827,11.315714,-2.5997772,10.737743,10.910242,5.334802,4.2774634,8.784693,-8.964147,-8.27673,4.691331,9.544953,13.419186,12.227494,8.436772,-1.6210043,-4.4052787,2.8044894,-5.326905,2.0128,10.360221,2.225297,6.506468,-9.127822,-12.010814,-2.2475843,-8.647079,-6.21677,-3.2361095,13.304514,6.8156557,10.517823,5.776818,4.187266,-8.472011,-0.5954291,6.7323756,9.045024,-4.0038877,-8.40324,5.2311683,-2.9576304,-7.420834,-11.266029,-4.6793656,-1.6221503,-7.3257117,6.009925,-4.2540493,-0.93993676,7.129852,0.18309301,2.1355495,5.5062256,-4.1324835,6.0051055,-4.7856894,7.86693,-7.993295,-5.5761576,-6.772305,4.3907714,-2.8883948,-10.6393585,-7.107818,-1.7016181,6.1976833,-11.743836,0.12924048,2.3422399,5.0365095,11.997934,-8.603131,-9.052071,-9.173417,-5.317276,-9.310658,-11.451968,-11.421613,1.4956367,-3.5981216,11.78982,3.3576221,8.999605,-5.957517,7.7257996,-11.357164,5.8499136,-3.327618,-8.616361,-3.175406,-3.14725,-12.290525,-2.2644668,-6.0094485,-10.386038,2.8622127,8.9677305,7.349517,-5.2464323,0.14810172,-8.592795,0.7148442,-8.965926,-7.4805593,4.8027763,7.3858595,-5.137509,11.0149765,4.306076,8.732576,3.7889223,-6.63883,-4.381501,9.614252,-14.716081,-4.9985466,4.5125437
TURMERIC ROOT EXTRACT,-10.902325,-11.707149,-5.513225,-5.646099,-9.399084,13.078327,-7.672013,-13.851621,-7.0020933,-14.682462,0.4083827,8.854861,-3.3139756,8.34616,7.9375973,4.2845955,2.9098694,10.596125,-8.519334,-10.767086,10.2876625,8.687662,14.085539,13.2873955,8.907705,-0.42621893,-0.71953714,6.9740925,-5.0747666,4.2885385,13.050774,0.66757053,1.1684278,-10.137084,-12.70836,-1.2580965,-7.6277475,-8.076022,-2.5570152,14.312794,7.7278457,5.6291704,3.5353007,6.3820076,-12.228058,-2.799515,1.0516305,4.42133,-7.091159,-3.062742,9.017176,-4.9200225,-5.0576797,-8.904146,-1.2825817,-1.7154099,-9.541601,1.5318936,-1.0711166,-5.971176,8.214793,1.4777952,-2.68812,9.113847,-3.6919765,5.0154357,-4.18535,7.8946466,-11.070145,-5.17145,-6.604406,9.100412,-8.08848,-8.48311,-0.99820495,-1.6795344,2.039298,-13.752368,-3.4375558,1.1550102,7.9360666,9.77306,-13.074358,-13.304638,-6.808286,-8.823133,-9.155532,-12.605814,-13.036566,2.909945,-4.283041,12.529996,-2.749806,10.707652,-0.04879552,5.982787,-13.289949,1.9965842,-3.5853689,-9.001068,-0.38659,-1.3810676,-11.015098,-2.808402,-11.388614,-7.7105703,-0.66174424,8.429688,10.18939,-0.076400444,1.4550517,-9.39687,1.1663173,-8.372705,-3.8088517,1.445586,1.2966362,-3.9038804,13.400299,7.973459,13.177359,-1.1171273,-7.3506575,-9.493487,8.187317,-13.658802,0.56160957,-0.59593856
TYRAMINE,7.4803295,-0.81431425,5.925517,6.7113533,8.419823,-2.0407648,2.8658168,-6.7185435,1.4096613,-9.736593,1.664382,-2.6619346,12.920337,-4.6584363,-4.899086,-4.3185973,-11.374327,0.10833548,8.584627,0.19598767,5.575225,2.4633644,4.12494,1.0280936,-4.5130253,13.495049,1.786711,8.25065,-4.5909753,6.284378,7.742447,-11.382569,-12.688797,4.4385395,6.04526,5.36651,5.231609,4.0144444,4.568289,-1.2819387,1.9750667,4.14633,-4.8949633,11.280354,-9.554408,2.4307268,-7.3174367,-3.3964622,3.7527094,5.1413555,2.5468118,-10.560478,-5.8155637,8.999386,13.601096,4.692171,-1.2727073,-5.1956725,2.8163428,2.3125148,-8.678261,3.3570254,-1.9774467,-1.6576391,6.999472,-8.163185,0.4281956,-6.411975,-6.5020294,5.6917357,12.53969,10.643421,5.3588805,-2.3001046,10.25592,-13.685887,-0.8969331,0.68822134,0.4010851,-3.126267,2.6436136,-0.51846063,0.20549977,-4.465431,-1.3305705,-0.58311653,-2.2163324,2.2623723,1.6021061,2.6263046,4.581623,-2.4467654,1.479281,-6.60394,10.850482,-11.839178,-2.4997678,-1.7319763,-11.505122,-2.1594198,9.147968,5.586237,-0.19228023,1.0685738,-0.11912683,-3.9576497,2.383044,-2.2110848,2.3704932,3.8950996,-11.829071,-4.4721813,10.7163515,-3.3025107,-1.5771747,-9.950678,-10.769879,3.8118227,2.4791474,7.7817607,3.5944684,-12.104788,9.042402,-14.120232,-6.491631,3.6284351,9.923226,-2.4696875
UBIDECARENONE,-10.390766,-10.19803,-7.633572,-5.449499,-7.7234526,11.62002,-7.869788,-13.712824,-5.7666063,-14.220264,3.9119406,10.601485,-1.3116882,9.530453,9.156817,4.932951,1.9465233,9.829529,-7.6725507,-9.002154,7.5245266,9.32243,14.418518,13.265999,8.455257,0.8383824,-2.7970262,5.497877,-5.644394,4.428786,12.825265,0.63302684,2.7247152,-9.299074,-11.960516,-1.7453696,-8.3126,-6.4716315,-1.9427099,13.904969,7.787158,8.576767,4.802259,6.666356,-11.778309,-0.63726014,3.3813765,7.0868134,-5.0350575,-5.6004405,6.835287,-5.706931,-6.583173,-9.270065,-1.7903291,-1.8433715,-8.12418,3.7836857,-2.8773122,-2.869708,6.590052,0.46244937,0.059511967,6.6775775,-2.8333688,4.373895,-5.1229334,6.871924,-10.964661,-4.1091824,-5.3095293,7.8624983,-4.8869157,-10.431669,-2.6004844,-3.1063714,4.747402,-12.903489,-0.82252157,1.0742562,7.280885,11.347248,-11.0828,-11.667881,-8.732468,-7.707356,-10.120761,-12.199354,-12.259748,2.5765705,-4.0732985,12.034157,0.5935895,9.147557,-1.5347803,5.686112,-12.355289,4.4991493,-4.96724,-9.866301,-1.4506611,-1.0269206,-12.190425,-1.9582406,-8.727785,-10.104059,0.8822802,9.018108,8.58194,-3.00958,-0.07714695,-10.45969,1.6414468,-9.08853,-6.255668,2.6692028,3.3545206,-4.018072,12.756977,7.730197,11.425381,0.36836934,-5.7017417,-8.422636,8.434647,-14.121551,-1.7241555,2.3474932
UBLITUXIMAB,-13.081135,-9.940009,-6.923479,-9.215147,-10.912489,12.159813,-4.706469,-10.542616,-11.6551,-12.018981,2.342648,7.5304785,-4.117276,8.220887,7.8618445,3.278834,5.516612,10.387142,-10.14761,-13.733463,11.08316,9.293705,13.117162,11.7102785,8.000309,-2.7078643,-1.6812496,5.3431797,-3.7635036,0.47834557,11.593057,0.4006166,2.967482,-9.337692,-12.532187,-0.23977718,-5.006071,-8.090857,-7.52683,13.579341,8.130883,8.674738,2.391009,5.341919,-8.858335,-5.3814516,4.2094083,2.6043684,-4.8422165,-5.0613656,10.650567,-0.55366904,-7.458196,-10.8527,-2.2326121,1.3897419,-10.561602,2.5137575,-1.786278,-6.713379,9.432882,5.4633574,-2.429952,11.220891,-6.451294,6.662432,-2.25543,11.418423,-5.7085047,-10.45311,-7.914715,5.7845535,-6.9674797,-7.834314,-6.8081117,-1.2312349,0.95101666,-11.953162,-6.487061,3.783398,5.285476,8.829517,-10.378832,-11.838463,-6.364974,-3.141911,-5.461456,-11.514167,-12.742046,0.6020339,-0.7827104,13.405745,-1.7673366,11.579699,-5.708515,7.781979,-14.442465,0.9111939,-1.3274212,-4.4035373,1.2848555,-5.296435,-9.909613,-4.162775,-8.721548,-7.624585,4.053444,5.9771338,11.355532,0.9481541,-0.57198125,-4.6906996,2.918148,-8.113447,-3.1491988,0.8402709,3.8586133,-4.1133757,10.892318,3.5463724,11.301796,0.8452771,-9.564709,-8.168852,9.248928,-14.397822,-0.10913454,-0.55240613
UBROGEPANT,-11.985893,-9.544438,-9.329675,-6.209629,-5.4080815,10.943407,-7.868281,-10.513777,-5.420618,-8.318113,5.6494565,11.10022,-4.5795784,11.854382,9.178851,5.6804895,4.189549,11.491228,-10.186262,-7.1746206,4.420963,6.87792,11.288029,11.668833,10.805595,1.0829504,-5.5749483,1.4427093,-5.907097,5.1800394,11.197623,1.2580119,6.746942,-11.203878,-10.3661785,-2.348897,-8.943666,-6.657998,-3.0078483,12.07472,6.1664333,10.061266,3.817976,3.0138237,-9.34507,0.49058536,4.023816,9.282867,-5.5491705,-5.8217497,4.113145,-4.662818,-9.113871,-7.419669,-3.8844483,-2.0099695,-7.0839005,4.6014595,-1.1040807,-1.659893,5.49679,0.83774376,3.3908682,5.9260006,0.07757555,6.559728,-4.794683,7.7675285,-7.9008756,-2.103761,-4.981522,3.122346,-0.96043885,-8.225981,-7.458578,-3.5867271,5.253133,-8.487296,-0.5465578,3.9982126,4.6472416,11.469448,-7.295041,-10.742952,-7.696128,-4.4384274,-11.019859,-8.700839,-10.676512,-2.0023031,-1.2428563,11.212575,4.201343,8.643404,-5.664156,6.665635,-9.564991,5.1069283,-6.1517706,-10.260639,-4.022374,-2.9320135,-12.515923,-6.2063236,-5.5977335,-9.600273,5.976303,6.6739345,7.3384047,-5.4837103,0.92906404,-10.212531,2.179812,-11.765028,-10.242954,4.3496275,6.3737106,-2.8259664,12.088391,4.332485,10.842265,1.378005,-5.8859534,-5.071937,5.3446584,-12.098016,-4.0428867,2.0811357
ULIPRISTAL,-9.965979,-9.746443,-4.4999175,-6.080553,-4.9312563,10.396969,-2.7884724,-11.580219,-10.966935,-12.897255,4.0398912,5.8453183,0.55159974,6.799464,5.005662,1.030475,0.9881621,11.310319,-7.0834694,-12.507965,12.245428,8.848316,12.865898,10.777979,6.81378,4.408428,-2.2015374,7.148368,-6.1886997,3.9997818,14.364431,-5.429693,-1.4266316,-7.9037166,-7.9663415,2.4878314,-2.1036909,-6.0402045,-5.9589825,11.382862,8.019655,11.622429,-1.1989063,8.841864,-11.975109,-3.7437932,0.57554704,1.6020716,-3.107351,-2.1881607,10.390071,-5.0248256,-12.110471,-4.638354,3.8579175,4.1805434,-10.588268,-0.09510941,1.1731031,-4.8963866,4.0985146,7.8656607,-1.627568,9.995877,-0.95032,3.7396846,-1.3417538,8.727833,-6.7422023,-6.4516068,-0.92344105,8.218957,-1.6149396,-7.1391582,-4.5605264,-8.809604,0.3610246,-8.438844,-6.4454813,4.079927,4.6536646,8.168874,-7.594533,-13.377366,-5.982825,-0.98775184,-6.744543,-7.7380657,-10.608759,-1.0628495,3.9002216,11.25715,1.1541312,7.551447,-2.6359105,1.9419713,-13.850341,-0.11607571,-7.9302845,-5.1888905,4.9104857,-3.7496924,-9.776623,-6.418873,-6.6570697,-8.976817,8.741555,2.788683,11.926196,1.9104714,-6.3469305,-6.319319,9.177045,-11.298701,-6.1231413,-3.757683,-0.16343617,-1.2324821,11.357396,5.106082,12.5263195,-5.1391478,-4.846705,-13.45374,3.5439696,-10.780081,4.070278,-2.4851284
